Region,Category,Feature,Label,Area_cnt,Area_ratio
Lindfield - Roseville,Education,Type of educational institution attending,Primary - Government,"1,764",21.2
Lindfield - Roseville,Education,Type of educational institution attending,Primary - Catholic,200,2.4
Lindfield - Roseville,Education,Type of educational institution attending,Primary - other non-Government,545,6.6
Lindfield - Roseville,Education,Type of educational institution attending,Primary total (a),"2,515",30.3
Lindfield - Roseville,Education,Type of educational institution attending,Secondary,null,null
Lindfield - Roseville,Education,Type of educational institution attending,Secondary - Government,822,9.9
Lindfield - Roseville,Education,Type of educational institution attending,Secondary - Catholic,387,4.7
Lindfield - Roseville,Education,Type of educational institution attending,Secondary - other non-Government,"1,100",13.2
Lindfield - Roseville,Education,Type of educational institution attending,Secondary total (b),"2,309",27.8
Lindfield - Roseville,Education,Type of educational institution attending,Tertiary,null,null
Lindfield - Roseville,Education,Type of educational institution attending,Tertiary - Vocational education (including TAFE and private training providers),376,4.5
Lindfield - Roseville,Education,Type of educational institution attending,Tertiary - University or other higher education,"1,727",20.8
Lindfield - Roseville,Education,Type of educational institution attending,Tertiary total (c),"2,108",25.4
Lindfield - Roseville,Education,Type of educational institution attending,Other,182,2.2
Lindfield - Roseville,Education,Type of educational institution attending,Not stated,610,7.3
Lindfield - Roseville,Education,Level of highest educational attainment,Bachelor Degree level and above,"11,080",56.6
Lindfield - Roseville,Education,Level of highest educational attainment,Advanced Diploma and Diploma level,"1,693",8.6
Lindfield - Roseville,Education,Level of highest educational attainment,Certificate level IV,234,1.2
Lindfield - Roseville,Education,Level of highest educational attainment,Certificate level III,560,2.9
Lindfield - Roseville,Education,Level of highest educational attainment,Year 12,"2,703",13.8
Lindfield - Roseville,Education,Level of highest educational attainment,Year 11,511,2.6
Lindfield - Roseville,Education,Level of highest educational attainment,Year 10,789,4.0
Lindfield - Roseville,Education,Level of highest educational attainment,Certificate level II,0,0.0
Lindfield - Roseville,Education,Level of highest educational attainment,Certificate level I,0,0.0
Lindfield - Roseville,Education,Level of highest educational attainment,Year 9 or below,706,3.6
Lindfield - Roseville,Education,Level of highest educational attainment,Inadequately described,510,2.6
Lindfield - Roseville,Education,Level of highest educational attainment,No educational attainment,47,0.2
Lindfield - Roseville,Education,Level of highest educational attainment,Not stated,750,3.8
Lindfield - Roseville,Cultural diversity,"Ancestry, top responses",English,"7,161",29.1
Lindfield - Roseville,Cultural diversity,"Ancestry, top responses",Chinese,"6,554",26.6
Lindfield - Roseville,Cultural diversity,"Ancestry, top responses",Australian,"5,846",23.8
Lindfield - Roseville,Cultural diversity,"Ancestry, top responses",Irish,"2,328",9.5
Lindfield - Roseville,Cultural diversity,"Ancestry, top responses",Scottish,"2,167",8.8
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",Australia,"14,049",57.1
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",Other top responses:,null,null
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",China (excludes SARs and Taiwan),"2,628",10.7
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",England,"1,063",4.3
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",Hong Kong (SAR of China),903,3.7
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses","Korea, Republic of (South)",450,1.8
Lindfield - Roseville,Cultural diversity,"Country of birth, top responses",New Zealand,398,1.6
Lindfield - Roseville,Cultural diversity,Country of birth of parents,Both parents born overseas,"12,578",51.1
Lindfield - Roseville,Cultural diversity,Country of birth of parents,Father only born overseas,"1,891",7.7
Lindfield - Roseville,Cultural diversity,Country of birth of parents,Mother only born overseas,"1,609",6.5
Lindfield - Roseville,Cultural diversity,Country of birth of parents,Both parents born in Australia,"7,863",32.0
Lindfield - Roseville,Cultural diversity,Country of birth of parents,Not stated,657,2.7
Lindfield - Roseville,Cultural diversity,"Country of birth of father, top stated responses",Australia,"9,482",38.5
Lindfield - Roseville,Cultural diversity,"Country of birth of father, top stated responses",China (excludes SARs and Taiwan),"4,056",16.5
Lindfield - Roseville,Cultural diversity,"Country of birth of father, top stated responses",England,"1,699",6.9
Lindfield - Roseville,Cultural diversity,"Country of birth of father, top stated responses",Hong Kong (SAR of China),834,3.4
Lindfield - Roseville,Cultural diversity,"Country of birth of father, top stated responses",New Zealand,601,2.4
Lindfield - Roseville,Cultural diversity,"Country of birth of mother, top stated responses",Australia,"9,765",39.7
Lindfield - Roseville,Cultural diversity,"Country of birth of mother, top stated responses",China (excludes SARs and Taiwan),"4,153",16.9
Lindfield - Roseville,Cultural diversity,"Country of birth of mother, top stated responses",England,"1,335",5.4
Lindfield - Roseville,Cultural diversity,"Country of birth of mother, top stated responses",Hong Kong (SAR of China),794,3.2
Lindfield - Roseville,Cultural diversity,"Country of birth of mother, top stated responses","Korea, Republic of (South)",633,2.6
Lindfield - Roseville,Cultural diversity,"Religious affiliation, top responses","No Religion, so described","10,564",42.9
Lindfield - Roseville,Cultural diversity,"Religious affiliation, top responses",Catholic,"4,379",17.8
Lindfield - Roseville,Cultural diversity,"Religious affiliation, top responses",Anglican,"3,524",14.3
Lindfield - Roseville,Cultural diversity,"Religious affiliation, top responses",Not stated,"1,087",4.4
Lindfield - Roseville,Cultural diversity,"Religious affiliation, top responses",Buddhism,899,3.7
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Mandarin,"3,311",13.5
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Cantonese,"1,771",7.2
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Korean,533,2.2
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Japanese,297,1.2
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Persian (excluding Dari),147,0.6
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",English only used at home,"15,593",63.4
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Lindfield - Roseville,Cultural diversity,"Language used at home, top responses (other than English)",Households where a non-English language is used,"3,273",39.3
Lindfield - Roseville,Income and work,Participation in the labour force,In the labour force,"12,308",62.8
Lindfield - Roseville,Income and work,Participation in the labour force,Not in the labour force,"6,772",34.6
Lindfield - Roseville,Income and work,Participation in the labour force,Not stated,523,2.7
Lindfield - Roseville,Income and work,Employment status,Worked full-time,"7,117",57.8
Lindfield - Roseville,Income and work,Employment status,Worked part-time,"3,669",29.8
Lindfield - Roseville,Income and work,Employment status,Away from work (a),"1,020",8.3
Lindfield - Roseville,Income and work,Employment status,Unemployed,497,4.0
Lindfield - Roseville,Income and work,"Employment, hours worked",0 hours (away from work),911,7.7
Lindfield - Roseville,Income and work,"Employment, hours worked",1-19 hours,"1,851",15.7
Lindfield - Roseville,Income and work,"Employment, hours worked",20-29 hours,"1,155",9.8
Lindfield - Roseville,Income and work,"Employment, hours worked",30-34 hours,664,5.6
Lindfield - Roseville,Income and work,"Employment, hours worked",35-39 hours,"1,729",14.6
Lindfield - Roseville,Income and work,"Employment, hours worked",40-44 hours,"2,686",22.7
Lindfield - Roseville,Income and work,"Employment, hours worked",45 hours or more,"2,703",22.9
Lindfield - Roseville,Income and work,"Occupation, top responses",Professionals,"5,213",44.1
Lindfield - Roseville,Income and work,"Occupation, top responses",Managers,"2,607",22.1
Lindfield - Roseville,Income and work,"Occupation, top responses",Clerical and Administrative Workers,"1,321",11.2
Lindfield - Roseville,Income and work,"Occupation, top responses",Sales Workers,784,6.6
Lindfield - Roseville,Income and work,"Occupation, top responses",Community and Personal Service Workers,708,6.0
Lindfield - Roseville,Income and work,"Occupation, top responses",Technicians and Trades Workers,514,4.4
Lindfield - Roseville,Income and work,"Occupation, top responses",Labourers,298,2.5
Lindfield - Roseville,Income and work,"Occupation, top responses",Machinery Operators and Drivers,144,1.2
Lindfield - Roseville,Income and work,"Industry of employment, top responses",Computer System Design and Related Services,581,4.9
Lindfield - Roseville,Income and work,"Industry of employment, top responses",Banking,513,4.3
Lindfield - Roseville,Income and work,"Industry of employment, top responses",Hospitals (except Psychiatric Hospitals),475,4.0
Lindfield - Roseville,Income and work,"Industry of employment, top responses",Other Auxiliary Finance and Investment Services,420,3.6
Lindfield - Roseville,Income and work,"Industry of employment, top responses",Accounting Services,387,3.3
Lindfield - Roseville,Income and work,Median weekly incomes (a),Personal (b),"$1,200",N/A
Lindfield - Roseville,Income and work,Median weekly incomes (a),Family (c),"$3,598",N/A
Lindfield - Roseville,Income and work,Median weekly incomes (a),Household (d),"$3,125",N/A
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as driver","2,728",23.1
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",Train,373,3.2
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as passenger",216,1.8
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",Walked only,175,1.5
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses","Train, bus",58,0.5
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",Did not go to work,"1,345",11.4
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,"6,592",55.8
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),572,4.8
Lindfield - Roseville,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),"3,010",25.5
Lindfield - Roseville,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"15,396",78.6
Lindfield - Roseville,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),"6,225",31.8
Lindfield - Roseville,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)","2,333",11.9
Lindfield - Roseville,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),"4,183",21.3
Lindfield - Roseville,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"4,246",21.7
Lindfield - Roseville,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"6,036",30.8
Lindfield - Roseville,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,"3,179",16.2
Lindfield - Roseville,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,"1,935",9.9
Lindfield - Roseville,Health,Type of long-term health condition,Arthritis,"1,421",5.8
Lindfield - Roseville,Health,Type of long-term health condition,Asthma,"1,540",6.3
Lindfield - Roseville,Health,Type of long-term health condition,Cancer (including remission),731,3.0
Lindfield - Roseville,Health,Type of long-term health condition,Dementia (including Alzheimer's),121,0.5
Lindfield - Roseville,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),676,2.7
Lindfield - Roseville,Health,Type of long-term health condition,Heart disease (including heart attack or angina),818,3.3
Lindfield - Roseville,Health,Type of long-term health condition,Kidney disease,153,0.6
Lindfield - Roseville,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),224,0.9
Lindfield - Roseville,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),"1,247",5.1
Lindfield - Roseville,Health,Type of long-term health condition,Stroke,147,0.6
Lindfield - Roseville,Health,Type of long-term health condition,Any other long-term health condition(s),"1,823",7.4
Lindfield - Roseville,Health,Type of long-term health condition,No long-term health condition(s),"17,087",69.5
Lindfield - Roseville,Health,Type of long-term health condition,Not stated,"1,101",4.5
Lindfield - Roseville,Health,Count of selected long-term health conditions,None of the selected conditions,"18,161",73.8
Lindfield - Roseville,Health,Count of selected long-term health conditions,One condition,"4,064",16.5
Lindfield - Roseville,Health,Count of selected long-term health conditions,Two conditions,933,3.8
Lindfield - Roseville,Health,Count of selected long-term health conditions,Three or more conditions,338,1.4
Lindfield - Roseville,Health,Count of selected long-term health conditions,Not stated,"1,101",4.5
Lindfield - Roseville,Australian Defence Force service,Australian Defence Force Service,Currently serving,90,0.5
Lindfield - Roseville,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),303,1.5
Lindfield - Roseville,Australian Defence Force service,Australian Defence Force Service,Has never served,"18,669",95.3
Lindfield - Roseville,Australian Defence Force service,Australian Defence Force Service,Not stated,533,2.7
Lindfield - Roseville,Families,Family composition,Couple family without children,"2,199",31.8
Lindfield - Roseville,Families,Family composition,Couple family with children,"3,878",56.1
Lindfield - Roseville,Families,Family composition,One parent family,764,11.0
Lindfield - Roseville,Families,Family composition,Other family,73,1.1
Lindfield - Roseville,Families,Single (or lone) parents,Male,N/A,20.4
Lindfield - Roseville,Families,Single (or lone) parents,Female,N/A,80.6
Lindfield - Roseville,Families,Employment status of couple families,"Both employed, worked full-time","1,480",24.4
Lindfield - Roseville,Families,Employment status of couple families,"Both employed, worked part-time",347,5.7
Lindfield - Roseville,Families,Employment status of couple families,"One employed full-time, one part-time","1,093",18.0
Lindfield - Roseville,Families,Employment status of couple families,"One employed full-time, other not working",986,16.2
Lindfield - Roseville,Families,Employment status of couple families,"One employed part-time, other not working",382,6.3
Lindfield - Roseville,Families,Employment status of couple families,Both not working,"1,163",19.1
Lindfield - Roseville,Families,Employment status of couple families,Other,428,7.0
Lindfield - Roseville,Families,Employment status of couple families,Labour force status not stated,196,3.2
Lindfield - Roseville,Dwellings,Dwelling count,Occupied private dwellings,"8,337",92.1
Lindfield - Roseville,Dwellings,Dwelling count,Unoccupied private dwellings,713,7.9
Lindfield - Roseville,Dwellings,Dwelling structure,Separate house,"5,345",64.1
Lindfield - Roseville,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",195,2.3
Lindfield - Roseville,Dwellings,Dwelling structure,Flat or apartment,"2,781",33.4
Lindfield - Roseville,Dwellings,Dwelling structure,Other dwelling,8,0.1
Lindfield - Roseville,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),46,0.6
Lindfield - Roseville,Dwellings,Number of bedrooms,1 bedroom,445,5.3
Lindfield - Roseville,Dwellings,Number of bedrooms,2 bedrooms,"1,657",19.9
Lindfield - Roseville,Dwellings,Number of bedrooms,3 bedrooms,"2,144",25.7
Lindfield - Roseville,Dwellings,Number of bedrooms,4 or more bedrooms,"3,983",47.8
Lindfield - Roseville,Dwellings,Number of bedrooms,Number of bedrooms not stated,57,0.7
Lindfield - Roseville,Dwellings,Number of bedrooms,null,null,null
Lindfield - Roseville,Dwellings,Number of bedrooms,Average number of bedrooms per dwelling,3.4,N/A
Lindfield - Roseville,Dwellings,Number of bedrooms,Average number of people per household,2.9,N/A
Lindfield - Roseville,Dwellings,Number of registered motor vehicles,None,503,6.0
Lindfield - Roseville,Dwellings,Number of registered motor vehicles,1 motor vehicle,"3,251",39.0
Lindfield - Roseville,Dwellings,Number of registered motor vehicles,2 motor vehicles,"3,236",38.8
Lindfield - Roseville,Dwellings,Number of registered motor vehicles,3 or more vehicles,"1,295",15.5
Lindfield - Roseville,Dwellings,Number of registered motor vehicles,Number of motor vehicles not stated,53,0.6
Lindfield - Roseville,Housing,Household composition,Family households,"6,705",80.5
Lindfield - Roseville,Housing,Household composition,Single (or lone) person households,"1,469",17.6
Lindfield - Roseville,Housing,Household composition,Group households,157,1.9
Lindfield - Roseville,Housing,Tenure type,Owned outright,"3,293",39.5
Lindfield - Roseville,Housing,Tenure type,Owned with a mortgage (a),"2,780",33.3
Lindfield - Roseville,Housing,Tenure type,Rented (b),"2,022",24.3
Lindfield - Roseville,Housing,Tenure type,Other tenure type (c),180,2.2
Lindfield - Roseville,Housing,Tenure type,Tenure type not stated,63,0.8
Lindfield - Roseville,Housing,Household income,Less than $650 total household weekly income (a),N/A,9.0
Lindfield - Roseville,Housing,Household income,"More than $3,000 total household weekly income (a)",N/A,51.7
Lindfield - Roseville,Housing,Rent weekly payments,Median rent (a),620,N/A
Lindfield - Roseville,Housing,Rent weekly payments,null,null,null
Lindfield - Roseville,Housing,Rent weekly payments,Renter households where rent payments are less than or equal to 30% of household income (b),"1,176",58.2
Lindfield - Roseville,Housing,Rent weekly payments,Renter households with rent payments greater than 30% of household income (b),674,33.3
Lindfield - Roseville,Housing,Rent weekly payments,Unable to determine (c),170,8.4
Lindfield - Roseville,Housing,Mortgage monthly repayments,Median mortgage repayments,"3,600",N/A
Lindfield - Roseville,Housing,Mortgage monthly repayments,null,null,null
Lindfield - Roseville,Housing,Mortgage monthly repayments,Owner with mortgage households where mortgage repayments are less than or equal to 30% of household income (a),"1,847",66.4
Lindfield - Roseville,Housing,Mortgage monthly repayments,Owner with mortgage households with mortgage repayments greater than 30% of household income (a),620,22.3
Lindfield - Roseville,Housing,Mortgage monthly repayments,Unable to determine (b),307,11.0
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Male,37,52.1
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Female,34,47.9
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,People characteristics,null,null,null
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Median age,26,N/A
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per household,3.1,N/A
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per bedroom,1,N/A
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Median weekly household income (a),"3,750",N/A
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median weekly rent (a),598,N/A
Lindfield - Roseville,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median monthly mortgage repayments,"5,417",N/A
Hunters Hill - Woolwich,People and population,People,Male,"4,795",48.7
Hunters Hill - Woolwich,People and population,People,Female,"5,054",51.3
Hunters Hill - Woolwich,People and population,Indigenous status,Aboriginal and/or Torres Strait Islander,54,0.5
Hunters Hill - Woolwich,People and population,Indigenous status,Non-Indigenous,"9,391",95.4
Hunters Hill - Woolwich,People and population,Indigenous status,Indigenous status not stated,397,4.0
Hunters Hill - Woolwich,People and population,Age,Median age,46,N/A
Hunters Hill - Woolwich,People and population,Age,0-4 years,419,4.3
Hunters Hill - Woolwich,People and population,Age,5-9 years,567,5.8
Hunters Hill - Woolwich,People and population,Age,10-14 years,749,7.6
Hunters Hill - Woolwich,People and population,Age,15-19 years,794,8.1
Hunters Hill - Woolwich,People and population,Age,20-24 years,516,5.2
Hunters Hill - Woolwich,People and population,Age,25-29 years,291,3.0
Hunters Hill - Woolwich,People and population,Age,30-34 years,339,3.4
Hunters Hill - Woolwich,People and population,Age,35-39 years,476,4.8
Hunters Hill - Woolwich,People and population,Age,40-44 years,565,5.7
Hunters Hill - Woolwich,People and population,Age,45-49 years,726,7.4
Hunters Hill - Woolwich,People and population,Age,50-54 years,750,7.6
Hunters Hill - Woolwich,People and population,Age,55-59 years,658,6.7
Hunters Hill - Woolwich,People and population,Age,60-64 years,568,5.8
Hunters Hill - Woolwich,People and population,Age,65-69 years,546,5.5
Hunters Hill - Woolwich,People and population,Age,70-74 years,543,5.5
Hunters Hill - Woolwich,People and population,Age,75-79 years,426,4.3
Hunters Hill - Woolwich,People and population,Age,80-84 years,310,3.2
Hunters Hill - Woolwich,People and population,Age,85 years and over,598,6.1
Hunters Hill - Woolwich,People and population,Registered marital status,Married,"4,339",53.5
Hunters Hill - Woolwich,People and population,Registered marital status,Separated,148,1.8
Hunters Hill - Woolwich,People and population,Registered marital status,Divorced,598,7.4
Hunters Hill - Woolwich,People and population,Registered marital status,Widowed,597,7.4
Hunters Hill - Woolwich,People and population,Registered marital status,Never married,"2,433",30.0
Hunters Hill - Woolwich,People and population,Social marital status,Registered marriage (a),"3,900",56.0
Hunters Hill - Woolwich,People and population,Social marital status,De facto marriage (b),453,6.5
Hunters Hill - Woolwich,People and population,Social marital status,Not married,"2,606",37.4
Hunters Hill - Woolwich,Education,Type of educational institution attending,Preschool,185,5.3
Hunters Hill - Woolwich,Education,Type of educational institution attending,Primary,null,null
Hunters Hill - Woolwich,Education,Type of educational institution attending,Primary - Government,399,11.5
Hunters Hill - Woolwich,Education,Type of educational institution attending,Primary - Catholic,281,8.1
Hunters Hill - Woolwich,Education,Type of educational institution attending,Primary - other non-Government,126,3.6
Hunters Hill - Woolwich,Education,Type of educational institution attending,Primary total (a),812,23.5
Hunters Hill - Woolwich,Education,Type of educational institution attending,Secondary,null,null
Hunters Hill - Woolwich,Education,Type of educational institution attending,Secondary - Government,139,4.0
Hunters Hill - Woolwich,Education,Type of educational institution attending,Secondary - Catholic,440,12.7
Hunters Hill - Woolwich,Education,Type of educational institution attending,Secondary - other non-Government,379,11.0
Hunters Hill - Woolwich,Education,Type of educational institution attending,Secondary total (b),965,27.9
Hunters Hill - Woolwich,Education,Type of educational institution attending,Tertiary,null,null
Hunters Hill - Woolwich,Education,Type of educational institution attending,Tertiary - Vocational education (including TAFE and private training providers),113,3.3
Hunters Hill - Woolwich,Education,Type of educational institution attending,Tertiary - University or other higher education,599,17.3
Hunters Hill - Woolwich,Education,Type of educational institution attending,Tertiary total (c),715,20.7
Hunters Hill - Woolwich,Education,Type of educational institution attending,Other,65,1.9
Hunters Hill - Woolwich,Education,Type of educational institution attending,Not stated,722,20.9
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Bachelor Degree level and above,"3,630",44.8
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Advanced Diploma and Diploma level,730,9.0
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Certificate level IV,112,1.4
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Certificate level III,362,4.5
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Year 12,"1,150",14.2
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Year 11,230,2.8
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Year 10,468,5.8
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Certificate level II,0,0.0
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Certificate level I,4,0.0
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Year 9 or below,354,4.4
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Inadequately described,235,2.9
Hunters Hill - Woolwich,Education,Level of highest educational attainment,No educational attainment,15,0.2
Hunters Hill - Woolwich,Education,Level of highest educational attainment,Not stated,812,10.0
Hunters Hill - Woolwich,Cultural diversity,"Ancestry, top responses",English,"2,938",29.8
Hunters Hill - Woolwich,Cultural diversity,"Ancestry, top responses",Australian,"2,547",25.9
Hunters Hill - Woolwich,Cultural diversity,"Ancestry, top responses",Irish,"1,373",13.9
Hunters Hill - Woolwich,Cultural diversity,"Ancestry, top responses",Chinese,893,9.1
Hunters Hill - Woolwich,Cultural diversity,"Ancestry, top responses",Scottish,864,8.8
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",Australia,"6,805",69.1
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",Other top responses:,null,null
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",England,379,3.9
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",China (excludes SARs and Taiwan),304,3.1
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",New Zealand,138,1.4
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",South Africa,108,1.1
Hunters Hill - Woolwich,Cultural diversity,"Country of birth, top responses",Hong Kong (SAR of China),104,1.1
Hunters Hill - Woolwich,Cultural diversity,Country of birth of parents,Both parents born overseas,"3,449",35.0
Hunters Hill - Woolwich,Cultural diversity,Country of birth of parents,Father only born overseas,943,9.6
Hunters Hill - Woolwich,Cultural diversity,Country of birth of parents,Mother only born overseas,650,6.6
Hunters Hill - Woolwich,Cultural diversity,Country of birth of parents,Both parents born in Australia,"4,071",41.4
Hunters Hill - Woolwich,Cultural diversity,Country of birth of parents,Not stated,729,7.4
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of father, top stated responses",Australia,"4,727",48.0
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of father, top stated responses",England,653,6.6
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of father, top stated responses",China (excludes SARs and Taiwan),463,4.7
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of father, top stated responses",Italy,342,3.5
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of father, top stated responses",New Zealand,202,2.1
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of mother, top stated responses",Australia,"5,018",51.0
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of mother, top stated responses",England,536,5.4
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of mother, top stated responses",China (excludes SARs and Taiwan),477,4.8
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of mother, top stated responses",Italy,287,2.9
Hunters Hill - Woolwich,Cultural diversity,"Country of birth of mother, top stated responses",New Zealand,183,1.9
Hunters Hill - Woolwich,Cultural diversity,"Religious affiliation, top responses",Catholic,"3,459",35.1
Hunters Hill - Woolwich,Cultural diversity,"Religious affiliation, top responses","No Religion, so described","2,757",28.0
Hunters Hill - Woolwich,Cultural diversity,"Religious affiliation, top responses",Anglican,"1,141",11.6
Hunters Hill - Woolwich,Cultural diversity,"Religious affiliation, top responses",Not stated,819,8.3
Hunters Hill - Woolwich,Cultural diversity,"Religious affiliation, top responses",Eastern Orthodox,413,4.2
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Mandarin,323,3.3
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Cantonese,205,2.1
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Greek,189,1.9
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Italian,152,1.5
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Arabic,117,1.2
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",English only used at home,"7,349",74.7
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Hunters Hill - Woolwich,Cultural diversity,"Language used at home, top responses (other than English)",Households where a non-English language is used,797,24.9
Hunters Hill - Woolwich,Income and work,Participation in the labour force,In the labour force,"4,518",55.7
Hunters Hill - Woolwich,Income and work,Participation in the labour force,Not in the labour force,"2,919",36.0
Hunters Hill - Woolwich,Income and work,Participation in the labour force,Not stated,675,8.3
Hunters Hill - Woolwich,Income and work,Employment status,Worked full-time,"2,514",55.6
Hunters Hill - Woolwich,Income and work,Employment status,Worked part-time,"1,431",31.7
Hunters Hill - Woolwich,Income and work,Employment status,Away from work (a),431,9.5
Hunters Hill - Woolwich,Income and work,Employment status,Unemployed,150,3.3
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",0 hours (away from work),382,8.7
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",1-19 hours,649,14.9
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",20-29 hours,508,11.6
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",30-34 hours,272,6.2
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",35-39 hours,526,12.0
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",40-44 hours,848,19.4
Hunters Hill - Woolwich,Income and work,"Employment, hours worked",45 hours or more,"1,139",26.1
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Professionals,"1,643",37.6
Hunters Hill - Woolwich,Income and work,"Occupation, top responses",Managers,"1,147",26.3
